iter,lambda,winChanceThreshold,territoryfeatureweight,alpha,statevalue,randomchancethreshold,hinterlandfeatureweight,bestenemyfeatureweight,armiesfeatureweight,enemyreinforcementfeatureweight
180,0.5,0.5,-0.5187943531633579,0.05,3.5426383237894767,0.2,0.7400871173405115,-0.6804504029546325,0.8896524780949101,0.3785906603112565
181,0.5,0.5,-0.5225327856511585,0.05,2.868203473379327,0.2,0.7373716466216207,-0.6772843661182569,0.8852086556600878,0.3220754971357047
182,0.5,0.5,-0.5225327856511585,0.05,2.868203473379327,0.2,0.7373716466216207,-0.6772843661182569,0.8852086556600878,0.3220754971357047
183,0.5,0.5,-0.5235966157189788,0.05,2.790811951275996,0.2,0.7365649064500369,-0.6763210500288235,0.8840214998443645,0.30447520694412555
184,0.5,0.5,-0.5235966157189788,0.05,2.790811951275996,0.2,0.7365649064500369,-0.6763210500288235,0.8840214998443645,0.30447520694412555
185,0.5,0.5,-0.5257446142012541,0.05,2.608103527140276,0.2,0.7348960731814109,-0.6745699432846297,0.8814819049858461,0.27225714513519994
186,0.5,0.5,-0.5257446142012541,0.05,2.608103527140276,0.2,0.7348960731814109,-0.6745699432846297,0.8814819049858461,0.27225714513519994
187,0.5,0.5,-0.5266506670251584,0.05,2.5159008280275534,0.2,0.7342241938189905,-0.6737523196531034,0.8804695222813261,0.2572358043487123
188,0.5,0.5,-0.5266506670251584,0.05,2.5159008280275534,0.2,0.7342241938189905,-0.6737523196531034,0.8804695222813261,0.2572358043487123
189,0.5,0.5,-0.5281051407262727,0.05,3.081258532646745,0.2,0.73296892604051,-0.6725672470300678,0.8787403649617996,0.2300964502270582
190,0.5,0.5,-0.5281051407262727,0.05,3.081258532646745,0.2,0.73296892604051,-0.6725672470300678,0.8787403649617996,0.2300964502270582
191,0.5,0.5,-0.528738552798183,0.05,2.985376215690754,0.2,0.7324155806970062,-0.6719970471825361,0.8780298401149447,0.21732430597194713
192,0.5,0.5,-0.528738552798183,0.05,2.985376215690754,0.2,0.7324155806970062,-0.6719970471825361,0.8780298401149447,0.21732430597194713
193,0.5,0.5,-0.5293029615947891,0.05,2.8695326380244355,0.2,0.7319203560549622,-0.6714825629395235,0.877401401257387,0.20515415971375975
194,0.5,0.5,-0.5293029615947891,0.05,2.8695326380244355,0.2,0.7319203560549622,-0.6714825629395235,0.877401401257387,0.20515415971375975
195,0.5,0.5,-0.5311143295957533,0.05,2.4022114694743646,0.2,0.7301501474183301,-0.6702822276051523,0.8751693552157926,0.1731417471335353
196,0.5,0.5,-0.5311143295957533,0.05,2.4022114694743646,0.2,0.7301501474183301,-0.6702822276051523,0.8751693552157926,0.1731417471335353
197,0.5,0.5,-0.5315494667242322,0.05,2.317150217142426,0.2,0.7297767401091508,-0.6699132229086604,0.8746894836302616,0.1632818248362246
198,0.5,0.5,-0.5315494667242322,0.05,2.317150217142426,0.2,0.7297767401091508,-0.6699132229086604,0.8746894836302616,0.1632818248362246
199,0.5,0.5,-0.5319676218787563,0.05,2.087143082363177,0.2,0.7294013020942723,-0.6696075138305762,0.8742172811071195,0.15484094359675618
200,0.5,0.5,-0.5319676218787563,0.05,2.087143082363177,0.2,0.7294013020942723,-0.6696075138305762,0.8742172811071195,0.15484094359675618
201,0.5,0.5,-0.5334988772151201,0.05,1.82266985271388,0.2,0.7279734246768842,-0.6687258986901267,0.8724622328897382,0.13036495751567992
202,0.5,0.5,-0.5334988772151201,0.05,1.82266985271388,0.2,0.7279734246768842,-0.6687258986901267,0.8724622328897382,0.13036495751567992
203,0.5,0.5,-0.5373169190867279,0.05,1.2698037205852497,0.2,0.7241917050978427,-0.6676482894851001,0.868133969344635,0.0944442179105437
204,0.5,0.5,-0.5373169190867279,0.05,1.2698037205852497,0.2,0.7241917050978427,-0.6676482894851001,0.868133969344635,0.0944442179105437
205,0.5,0.5,-0.5384075141785836,0.05,1.2336425217541698,0.2,0.7229966521573101,-0.6673187346692573,0.8669730383095389,0.08317386862518591
206,0.5,0.5,-0.5384075141785836,0.05,1.2336425217541698,0.2,0.7229966521573101,-0.6673187346692573,0.8669730383095389,0.08317386862518591
207,0.5,0.5,-0.5387162905358308,0.05,1.2088896945672571,0.2,0.7226871252662257,-0.6671906566230967,0.8666526147849193,0.0785213971306243
208,0.5,0.5,-0.5387162905358308,0.05,1.2088896945672571,0.2,0.7226871252662257,-0.6671906566230967,0.8666526147849193,0.0785213971306243
209,0.5,0.5,-0.5394452269845882,0.05,1.1900862214736825,0.2,0.7219738884535405,-0.6669955906211161,0.8659067467265275,0.0708254066391014
210,0.5,0.5,0.8941038174872871,0.05,-1.8671840032972573,0.2,-0.21314908334604274,0.24673326989196448,0.6024044135986493,-0.5449093115195656
211,0.5,0.5,0.8941038174872871,0.05,-1.8671840032972573,0.2,-0.21314908334604274,0.24673326989196448,0.6024044135986493,-0.5449093115195656
212,0.5,0.5,0.9143951208875583,0.05,-0.1278523223630247,0.2,-0.20273058138187638,0.2377623085587355,0.6251572996040379,-0.40063998317446586
213,0.5,0.5,0.9143951208875583,0.05,-0.1278523223630247,0.2,-0.20273058138187638,0.2377623085587355,0.6251572996040379,-0.40063998317446586
214,0.5,0.5,0.9267230202717596,0.05,0.5257627610640752,0.2,-0.19480084844410878,0.23433713855543783,0.6384846483649081,-0.34784001477147036
215,0.5,0.5,0.9267230202717596,0.05,0.5257627610640752,0.2,-0.19480084844410878,0.23433713855543783,0.6384846483649081,-0.34784001477147036
216,0.5,0.5,0.9353427153661061,0.05,0.7733594944352536,0.2,-0.18820222032389186,0.23296780668341263,0.647552289349474,-0.3106666449782173
217,0.5,0.5,-0.3457252167247212,0.05,-0.2581131170823868,0.2,-0.24780509301011158,-0.560574019637978,0.9398646048987707,-0.1390058433211418
218,0.5,0.5,-0.3457252167247212,0.05,-0.2581131170823868,0.2,-0.24780509301011158,-0.560574019637978,0.9398646048987707,-0.1390058433211418
219,0.5,0.5,-0.34407925526012006,0.05,-0.04216077702300984,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
220,0.5,0.5,-0.34407925526012006,0.05,-0.04216077702300984,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
221,0.5,0.5,-0.34407925526012006,0.05,-0.044495882459124655,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
222,0.5,0.5,-0.34407925526012006,0.05,-0.044495882459124655,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
223,0.5,0.5,-0.34407925526012006,0.05,-0.046191906407460834,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
224,0.5,0.5,-0.34407925526012006,0.05,-0.046191906407460834,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
225,0.5,0.5,-0.34407925526012006,0.05,-0.04747962829416032,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
226,0.5,0.5,-0.34407925526012006,0.05,-0.04747962829416032,0.2,-0.24758283899890118,-0.5619227111626334,0.9415626834582224,-0.12075439168345577
227,0.5,0.5,-0.34309882045329454,0.05,0.041159232036506545,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
228,0.5,0.5,-0.34309882045329454,0.05,0.041159232036506545,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
229,0.5,0.5,-0.34309882045329454,0.05,0.03259977119182426,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
230,0.5,0.5,-0.34309882045329454,0.05,0.03259977119182426,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
231,0.5,0.5,-0.34309882045329454,0.05,0.02920890785720024,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
232,0.5,0.5,-0.34309882045329454,0.05,0.02920890785720024,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
233,0.5,0.5,-0.34309882045329454,0.05,0.026434565128871414,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
234,0.5,0.5,-0.34309882045329454,0.05,0.026434565128871414,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
235,0.5,0.5,-0.34309882045329454,0.05,0.024122612855264132,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
236,0.5,0.5,-0.34309882045329454,0.05,0.024122612855264132,0.2,-0.24730048529872234,-0.5627525991517536,0.9425946498275736,-0.10926779934900602
237,0.5,0.5,-0.33926740667438277,0.05,0.31305030320622934,0.2,-0.24612999493476906,-0.5648689550206575,0.9467015375870026,-0.07976682193487325
238,0.5,0.5,-0.33926740667438277,0.05,0.31305030320622934,0.2,-0.24612999493476906,-0.5648689550206575,0.9467015375870026,-0.07976682193487325
239,0.5,0.5,-0.33566854699423687,0.05,0.40558421241660775,0.2,-0.24378293690829697,-0.5663172054445996,0.9506740599942853,-0.05672875118352472
240,0.5,0.5,-0.33566854699423687,0.05,0.40558421241660775,0.2,-0.24378293690829697,-0.5663172054445996,0.9506740599942853,-0.05672875118352472
241,0.5,0.5,-0.3347940624295816,0.05,0.4113139065894321,0.2,-0.24305786909980667,-0.5667599776449718,0.9516229494782714,-0.046288899137366245
242,0.5,0.5,-0.3347940624295816,0.05,0.4113139065894321,0.2,-0.24305786909980667,-0.5667599776449718,0.9516229494782714,-0.046288899137366245
243,0.5,0.5,-0.33396102440961095,0.05,0.4271571241596297,0.2,-0.24230050881631074,-0.567191121411643,0.9525178992948399,-0.035651323969312476
244,0.5,0.5,-0.33396102440961095,0.05,0.4271571241596297,0.2,-0.24230050881631074,-0.567191121411643,0.9525178992948399,-0.035651323969312476
245,0.5,0.5,-0.3331751558497505,0.05,0.44806236676255184,0.2,-0.24163886675034038,-0.5675874479017688,0.9533506495487354,-0.025371247882636238
246,0.5,0.5,-0.3331751558497505,0.05,0.44806236676255184,0.2,-0.24163886675034038,-0.5675874479017688,0.9533506495487354,-0.025371247882636238
247,0.5,0.5,-0.3323942553374425,0.05,0.4663040464996701,0.2,-0.24105965801189613,-0.5679671963561279,0.9541700535639756,-0.015264412452439025
248,0.5,0.5,-0.3323942553374425,0.05,0.4663040464996701,0.2,-0.24105965801189613,-0.5679671963561279,0.9541700535639756,-0.015264412452439025
249,0.5,0.5,-0.32448046892939536,0.05,0.4528093146596254,0.2,-0.2347428668541218,-0.5692001556569488,0.9623571622511632,0.024837744095989663
