iter,gameId,totalNumTroops
223,23.0,74.0
224,23.0,90.0
225,24.0,33.0
226,24.0,20.0
227,24.0,16.0
228,24.0,11.0
229,24.0,5.0
230,24.0,1.0
231,25.0,25.0
232,25.0,27.0
233,25.0,18.0
234,25.0,13.0
235,25.0,10.0
236,25.0,5.0
237,25.0,2.0
238,25.0,1.0
239,26.0,27.0
240,26.0,29.0
241,26.0,27.0
242,26.0,27.0
243,26.0,27.0
244,26.0,31.0
245,26.0,34.0
246,26.0,40.0
247,26.0,42.0
248,26.0,50.0
249,26.0,72.0
250,27.0,18.0
251,27.0,19.0
252,27.0,17.0
253,27.0,12.0
254,27.0,6.0
255,27.0,5.0
256,28.0,26.0
257,28.0,19.0
258,28.0,22.0
259,28.0,15.0
260,28.0,12.0
261,28.0,10.0
262,28.0,6.0
263,28.0,1.0
264,29.0,24.0
265,29.0,27.0
266,29.0,20.0
267,29.0,24.0
268,29.0,23.0
269,29.0,13.0
270,29.0,10.0
271,29.0,4.0
272,29.0,3.0
273,29.0,1.0
274,30.0,25.0
275,30.0,25.0
276,30.0,27.0
277,30.0,29.0
278,30.0,26.0
279,30.0,25.0
280,30.0,23.0
281,30.0,20.0
282,30.0,23.0
283,30.0,18.0
284,30.0,18.0
285,30.0,17.0
286,30.0,9.0
287,30.0,3.0
288,30.0,3.0
289,31.0,26.0
290,31.0,22.0
291,31.0,20.0
292,31.0,22.0
293,31.0,18.0
294,31.0,9.0
295,31.0,3.0
296,31.0,1.0
297,32.0,34.0
298,32.0,27.0
299,32.0,26.0
300,32.0,27.0
301,32.0,26.0
302,32.0,23.0
303,32.0,22.0
304,32.0,21.0
305,32.0,20.0
306,32.0,13.0
307,32.0,7.0
308,32.0,3.0
309,33.0,27.0
310,33.0,30.0
311,33.0,29.0
312,33.0,24.0
313,33.0,22.0
314,33.0,19.0
315,33.0,19.0
316,33.0,24.0
317,33.0,26.0
318,33.0,23.0
319,33.0,27.0
320,33.0,40.0
321,33.0,44.0
322,33.0,52.0
323,33.0,57.0
324,33.0,68.0
325,33.0,82.0
326,33.0,113.0
327,33.0,145.0
328,33.0,180.0
329,33.0,205.0
330,33.0,230.0
331,33.0,262.0
332,34.0,18.0
333,34.0,18.0
334,34.0,13.0
335,34.0,7.0
336,34.0,4.0
337,34.0,1.0
338,35.0,18.0
339,35.0,15.0
340,35.0,11.0
341,35.0,5.0
342,35.0,3.0
343,36.0,20.0
344,36.0,21.0
345,36.0,20.0
346,36.0,15.0
347,36.0,9.0
348,36.0,2.0
349,37.0,27.0
350,37.0,23.0
351,37.0,20.0
352,37.0,15.0
353,37.0,10.0
354,37.0,1.0
355,38.0,23.0
356,38.0,19.0
357,38.0,17.0
358,38.0,11.0
359,38.0,8.0
360,38.0,5.0
361,38.0,3.0
362,39.0,25.0
363,39.0,17.0
364,39.0,14.0
365,39.0,7.0
366,39.0,5.0
367,39.0,2.0
368,40.0,26.0
369,40.0,19.0
370,40.0,17.0
371,40.0,10.0
372,40.0,3.0
373,41.0,29.0
374,41.0,26.0
375,41.0,15.0
376,41.0,16.0
377,41.0,9.0
378,41.0,8.0
379,41.0,1.0
380,42.0,24.0
381,42.0,20.0
382,42.0,15.0
383,42.0,13.0
384,42.0,13.0
385,42.0,6.0
386,42.0,3.0
387,43.0,29.0
388,43.0,20.0
389,43.0,13.0
390,43.0,12.0
391,43.0,2.0
392,44.0,18.0
393,44.0,19.0
394,44.0,10.0
395,44.0,5.0
396,44.0,2.0
397,45.0,23.0
398,45.0,23.0
399,45.0,21.0
400,45.0,18.0
401,45.0,17.0
402,45.0,12.0
403,45.0,8.0
404,45.0,3.0
405,45.0,3.0
406,46.0,28.0
407,46.0,24.0
408,46.0,26.0
409,46.0,31.0
410,46.0,31.0
411,46.0,35.0
412,46.0,35.0
413,46.0,28.0
414,46.0,27.0
415,46.0,27.0
416,46.0,30.0
417,46.0,24.0
418,46.0,22.0
419,46.0,25.0
420,46.0,30.0
421,46.0,26.0
422,46.0,26.0
423,46.0,26.0
424,46.0,23.0
425,46.0,22.0
426,46.0,21.0
427,46.0,23.0
428,46.0,21.0
429,46.0,12.0
430,46.0,5.0
431,46.0,1.0
432,47.0,30.0
433,47.0,21.0
434,47.0,22.0
435,47.0,21.0
436,47.0,17.0
437,47.0,18.0
438,47.0,15.0
439,47.0,8.0
440,47.0,5.0
441,47.0,2.0
442,48.0,29.0
443,48.0,22.0
444,48.0,22.0
445,48.0,16.0
446,48.0,9.0
447,48.0,9.0
448,48.0,3.0
449,49.0,30.0
450,49.0,24.0
451,49.0,21.0
452,49.0,12.0
453,49.0,4.0
454,50.0,23.0
455,50.0,16.0
456,50.0,11.0
457,50.0,5.0
458,50.0,2.0
459,51.0,24.0
460,51.0,15.0
461,51.0,8.0
462,52.0,24.0
463,52.0,27.0
464,52.0,23.0
465,52.0,20.0
466,52.0,15.0
467,52.0,11.0
468,52.0,4.0
469,52.0,3.0
470,52.0,1.0
471,53.0,36.0
472,53.0,34.0
473,53.0,38.0
474,53.0,43.0
475,53.0,52.0
476,53.0,61.0
477,54.0,30.0
478,54.0,28.0
479,54.0,30.0
480,54.0,31.0
481,54.0,38.0
482,54.0,43.0
483,54.0,46.0
484,54.0,61.0
485,54.0,76.0
486,55.0,27.0
487,55.0,28.0
488,55.0,20.0
489,55.0,23.0
490,55.0,15.0
491,55.0,4.0
492,56.0,18.0
493,56.0,17.0
494,56.0,9.0
495,56.0,3.0
496,56.0,1.0
497,57.0,31.0
498,57.0,29.0
499,57.0,30.0
500,57.0,29.0
501,57.0,24.0
502,57.0,22.0
503,57.0,15.0
504,57.0,15.0
505,57.0,10.0
506,57.0,6.0
507,57.0,2.0
508,58.0,31.0
509,58.0,24.0
510,58.0,22.0
511,58.0,23.0
512,58.0,19.0
513,58.0,14.0
514,58.0,7.0
515,58.0,4.0
516,59.0,18.0
517,59.0,13.0
518,59.0,11.0
519,59.0,6.0
520,60.0,29.0
521,60.0,27.0
522,60.0,23.0
523,60.0,20.0
524,60.0,21.0
525,60.0,16.0
526,60.0,16.0
527,60.0,11.0
528,60.0,4.0
529,60.0,1.0
530,61.0,26.0
531,61.0,28.0
532,61.0,29.0
533,61.0,32.0
534,61.0,38.0
535,61.0,40.0
536,61.0,52.0
537,61.0,68.0
538,62.0,30.0
539,62.0,33.0
540,62.0,33.0
541,62.0,27.0
542,62.0,31.0
543,62.0,36.0
544,62.0,40.0
545,62.0,49.0
546,62.0,57.0
547,62.0,74.0
548,62.0,106.0
549,63.0,25.0
550,63.0,20.0
551,63.0,17.0
552,63.0,9.0
553,63.0,2.0
554,64.0,29.0
555,64.0,23.0
556,64.0,16.0
557,64.0,17.0
558,64.0,15.0
559,64.0,6.0
560,64.0,3.0
561,65.0,25.0
562,65.0,20.0
563,65.0,16.0
564,65.0,11.0
565,65.0,9.0
566,65.0,3.0
567,65.0,2.0
568,66.0,28.0
569,66.0,22.0
570,66.0,16.0
571,66.0,15.0
572,66.0,12.0
573,67.0,22.0
574,67.0,23.0
575,67.0,28.0
576,67.0,27.0
577,67.0,22.0
578,67.0,19.0
579,67.0,20.0
580,67.0,20.0
581,67.0,19.0
582,67.0,20.0
583,67.0,20.0
584,67.0,22.0
585,67.0,26.0
586,67.0,22.0
587,67.0,24.0
588,67.0,23.0
589,67.0,17.0
590,67.0,12.0
591,67.0,9.0
592,67.0,1.0
593,68.0,30.0
594,68.0,21.0
595,68.0,24.0
596,68.0,24.0
597,68.0,25.0
598,68.0,23.0
599,68.0,22.0
600,68.0,23.0
601,68.0,21.0
602,68.0,17.0
603,68.0,20.0
604,68.0,13.0
605,68.0,11.0
606,68.0,10.0
607,68.0,6.0
608,68.0,2.0
609,69.0,29.0
610,69.0,19.0
611,69.0,21.0
612,69.0,13.0
613,69.0,12.0
614,69.0,6.0
615,69.0,2.0
616,70.0,25.0
617,70.0,29.0
618,70.0,34.0
619,70.0,29.0
620,70.0,26.0
621,70.0,32.0
622,70.0,33.0
623,70.0,34.0
624,70.0,32.0
625,70.0,26.0
626,70.0,23.0
627,70.0,18.0
628,70.0,16.0
629,70.0,5.0
630,70.0,4.0
631,71.0,29.0
632,71.0,31.0
633,71.0,29.0
634,71.0,33.0
635,71.0,39.0
636,71.0,44.0
637,71.0,53.0
638,71.0,73.0
639,71.0,93.0
640,71.0,128.0
641,72.0,23.0
642,72.0,16.0
643,72.0,18.0
644,72.0,13.0
645,72.0,10.0
646,72.0,4.0
647,72.0,2.0
648,73.0,23.0
649,73.0,25.0
650,73.0,17.0
651,73.0,12.0
652,73.0,8.0
653,73.0,1.0
654,74.0,25.0
655,74.0,26.0
656,74.0,27.0
657,74.0,29.0
658,74.0,30.0
659,74.0,33.0
660,74.0,36.0
661,74.0,38.0
662,74.0,29.0
663,74.0,26.0
664,74.0,33.0
665,74.0,37.0
666,74.0,39.0
667,74.0,37.0
668,74.0,38.0
669,74.0,34.0
670,74.0,35.0
671,74.0,34.0
672,74.0,31.0
673,74.0,30.0
674,74.0,27.0
675,74.0,24.0
676,74.0,20.0
677,74.0,16.0
678,74.0,11.0
679,74.0,7.0
680,74.0,3.0
681,74.0,1.0
682,75.0,27.0
683,75.0,25.0
684,75.0,25.0
685,75.0,24.0
686,75.0,28.0
687,75.0,28.0
688,75.0,31.0
689,75.0,31.0
690,75.0,31.0
691,75.0,34.0
692,75.0,38.0
693,75.0,44.0
694,75.0,41.0
695,75.0,58.0
696,75.0,80.0
697,76.0,29.0
698,76.0,28.0
699,76.0,20.0
700,76.0,18.0
701,76.0,12.0
702,76.0,9.0
703,76.0,5.0
704,76.0,1.0
705,77.0,25.0
706,77.0,11.0
707,77.0,5.0
708,78.0,24.0
709,78.0,20.0
710,78.0,19.0
711,78.0,12.0
712,78.0,10.0
713,78.0,4.0
714,78.0,1.0
715,79.0,27.0
716,79.0,22.0
717,79.0,14.0
718,79.0,8.0
719,79.0,4.0
720,80.0,27.0
721,80.0,21.0
722,80.0,27.0
723,80.0,17.0
724,80.0,15.0
725,80.0,11.0
726,80.0,3.0
727,80.0,1.0
728,81.0,23.0
729,81.0,20.0
730,81.0,10.0
731,81.0,7.0
732,81.0,3.0
733,82.0,29.0
734,82.0,29.0
735,82.0,33.0
736,82.0,31.0
737,82.0,27.0
738,82.0,32.0
739,82.0,37.0
740,82.0,41.0
741,82.0,52.0
742,82.0,64.0
743,82.0,80.0
744,83.0,28.0
745,83.0,33.0
746,83.0,28.0
747,83.0,32.0
748,83.0,32.0
749,83.0,35.0
750,83.0,32.0
751,83.0,35.0
752,83.0,44.0
753,83.0,51.0
754,83.0,55.0
755,83.0,71.0
756,83.0,97.0
757,84.0,26.0
758,84.0,26.0
759,84.0,20.0
760,84.0,20.0
761,84.0,24.0
762,84.0,16.0
763,84.0,13.0
764,84.0,11.0
765,84.0,6.0
766,84.0,7.0
767,84.0,5.0
768,84.0,1.0
769,85.0,26.0
770,85.0,22.0
771,85.0,16.0
772,85.0,11.0
773,85.0,10.0
774,85.0,6.0
775,85.0,2.0
776,85.0,3.0
777,86.0,20.0
778,86.0,17.0
779,86.0,17.0
780,86.0,13.0
781,86.0,6.0
782,86.0,1.0
783,87.0,27.0
784,87.0,19.0
785,87.0,16.0
786,87.0,10.0
787,87.0,6.0
788,87.0,3.0
789,87.0,1.0
790,88.0,31.0
791,88.0,32.0
792,88.0,36.0
793,88.0,42.0
794,88.0,38.0
795,88.0,48.0
796,88.0,65.0
797,88.0,93.0
798,88.0,123.0
799,89.0,35.0
800,89.0,26.0
801,89.0,27.0
802,89.0,29.0
803,89.0,28.0
804,89.0,26.0
805,89.0,26.0
806,89.0,25.0
807,89.0,19.0
808,89.0,20.0
809,89.0,15.0
810,89.0,9.0
811,89.0,2.0
812,90.0,25.0
813,90.0,17.0
814,90.0,5.0
815,90.0,3.0
816,91.0,25.0
817,91.0,15.0
818,91.0,11.0
819,91.0,11.0
820,91.0,8.0
821,91.0,4.0
822,92.0,22.0
823,92.0,25.0
824,92.0,21.0
825,92.0,15.0
826,92.0,14.0
827,92.0,8.0
828,92.0,4.0
829,92.0,1.0
830,93.0,33.0
831,93.0,24.0
832,93.0,16.0
833,93.0,12.0
834,93.0,9.0
835,93.0,6.0
836,93.0,3.0
837,94.0,25.0
838,94.0,12.0
839,94.0,12.0
840,94.0,4.0
841,95.0,29.0
842,95.0,24.0
843,95.0,28.0
844,95.0,31.0
845,95.0,32.0
846,95.0,35.0
847,95.0,49.0
848,95.0,60.0
849,95.0,80.0
850,95.0,108.0
851,96.0,25.0
852,96.0,10.0
853,96.0,8.0
854,97.0,27.0
855,97.0,22.0
856,97.0,14.0
857,97.0,11.0
858,97.0,6.0
859,97.0,3.0
860,98.0,32.0
861,98.0,35.0
862,98.0,33.0
863,98.0,34.0
864,98.0,42.0
865,98.0,40.0
866,98.0,53.0
867,98.0,60.0
868,99.0,27.0
869,99.0,16.0
870,99.0,14.0
871,99.0,16.0
872,99.0,12.0
873,99.0,6.0
874,99.0,2.0
875,99.0,1.0
