iter,gameId,reward,lossInTroops,exploration,estimatorAttack,estimatorOffset,targetOffset,totalNumTroops
134,2.0,-1.0,0.0,1.0,0.0,2.5414430331084037,2.5414430331084037,36.0
135,2.0,10.0,1.0,0.0,1.0,87.42367305251118,87.42367305251118,36.0
136,2.0,10.0,1.0,0.0,1.0,82.81037318878366,82.81037318878366,36.0
137,2.0,-1.0,0.0,1.0,0.0,2.346458235805245,2.346458235805245,36.0
138,2.0,-1.0,0.0,0.0,0.0,0.9041525225442893,0.8332997700599233,33.0
139,2.0,-1.0,0.0,0.0,0.0,0.9524536861493756,0.9524536861493756,33.0
140,2.0,10.0,1.0,0.0,1.0,66.07230996495382,66.07230996495382,33.0
141,2.0,-1.0,0.0,1.0,0.0,1.1735358948490446,1.1735358948490446,33.0
142,2.0,10.0,1.0,0.0,1.0,66.95173681997268,66.95173681997268,33.0
143,2.0,-1.0,1.0,0.0,1.0,1.7338408791313131,1.7338408791313131,33.0
144,2.0,-1.0,0.0,0.0,1.0,1.977122109986448,1.977122109986448,32.0
145,2.0,10.0,2.0,0.0,1.0,71.78917118206552,71.78917118206552,32.0
146,2.0,-1.0,0.0,1.0,0.0,2.1529362084150256,1.0074278984620377,30.0
147,2.0,-1.0,0.0,1.0,0.0,1.167581140884537,1.167581140884537,30.0
148,2.0,-1.0,1.0,0.0,1.0,3.0721873210860666,3.0721873210860666,30.0
149,2.0,-1.0,0.0,1.0,0.0,1.167581140884537,1.167581140884537,29.0
150,2.0,-1.0,1.0,0.0,1.0,3.0721873210860666,3.0721873210860666,29.0
151,2.0,-1.0,1.0,0.0,1.0,3.0721873210860666,3.0721873210860666,28.0
152,2.0,10.0,1.0,0.0,1.0,57.66224761190753,57.66224761190753,27.0
153,2.0,-1.0,0.0,1.0,0.0,1.167581140884537,1.167581140884537,27.0
154,2.0,10.0,1.0,0.0,1.0,57.66224761190753,57.66224761190753,27.0
155,2.0,10.0,1.0,0.0,1.0,57.66224761190753,57.66224761190753,27.0
156,2.0,-1.0,1.0,0.0,1.0,3.0721873210860666,3.0721873210860666,27.0
157,2.0,10.0,1.0,0.0,1.0,57.66224761190753,57.66224761190753,26.0
158,2.0,-1.0,0.0,1.0,0.0,1.167581140884537,1.167581140884537,26.0
159,2.0,-1.0,0.0,1.0,0.0,1.167581140884537,1.167581140884537,26.0
160,2.0,-1.0,0.0,1.0,0.0,1.167581140884537,1.167581140884537,26.0
161,2.0,-1.0,0.0,1.0,0.0,1.167581140884537,1.167581140884537,26.0
162,2.0,-1.0,0.0,1.0,0.0,3.3268004574985905,2.6188822945788304,29.0
163,2.0,10.0,2.0,0.0,1.0,62.13894744694312,62.13894744694312,29.0
164,2.0,10.0,1.0,0.0,1.0,61.9410432543734,61.9410432543734,28.0
165,2.0,10.0,1.0,0.0,1.0,66.30431892378348,66.30431892378348,28.0
166,2.0,-1.0,0.0,0.0,1.0,2.912417573840578,2.912417573840578,28.0
167,2.0,10.0,2.0,0.0,1.0,50.80822706064218,50.80822706064218,28.0
168,2.0,10.0,1.0,0.0,1.0,58.839970177464785,58.839970177464785,27.0
169,2.0,-4.0,4.0,0.0,1.0,160.65446801788082,40.310823415771374,34.0
170,2.0,-1.0,1.0,0.0,1.0,18.32232195788223,3.1020431066314855,30.0
171,2.0,-2.0,2.0,0.0,1.0,33.66347895400555,33.66347895400555,29.0
172,2.0,10.0,1.0,0.0,1.0,33.33960524124828,33.33960524124828,27.0
173,2.0,10.0,1.0,0.0,1.0,33.11239631800973,33.11239631800973,27.0
174,2.0,-1.0,0.0,1.0,0.0,6.862026611104727,6.862026611104727,27.0
175,2.0,-1.0,0.0,1.0,0.0,3.9859196006782893,3.9859196006782893,27.0
176,2.0,-1.0,0.0,1.0,0.0,3.6632031020580027,3.6632031020580027,27.0
177,2.0,-1.0,0.0,1.0,0.0,2.1698752655077964,2.1698752655077964,27.0
178,2.0,-1.0,0.0,1.0,0.0,0.4470225620054745,6.427887009650684,29.0
179,2.0,10.0,1.0,0.0,1.0,35.56435079100202,35.56435079100202,29.0
180,2.0,-1.0,0.0,1.0,0.0,4.788796915980109,4.788796915980109,29.0
181,2.0,-1.0,0.0,1.0,0.0,4.28802638277985,4.28802638277985,29.0
182,2.0,10.0,2.0,0.0,1.0,49.25553821134353,49.25553821134353,29.0
183,2.0,-1.0,0.0,1.0,0.0,8.014943973155471,8.014943973155471,28.0
184,2.0,-1.0,0.0,1.0,0.0,8.014943973155471,8.014943973155471,28.0
185,2.0,-1.0,0.0,0.0,1.0,8.014943973155471,8.014943973155471,28.0
186,2.0,10.0,1.0,0.0,1.0,88.53699247493519,65.33728053509894,31.0
187,2.0,-1.0,0.0,1.0,0.0,7.555128261902465,7.555128261902465,31.0
188,2.0,-1.0,0.0,1.0,0.0,7.555128261902465,7.555128261902465,31.0
189,2.0,-1.0,0.0,1.0,0.0,6.373269156728644,6.373269156728644,31.0
190,2.0,-1.0,0.0,1.0,0.0,11.660125378975064,11.660125378975064,31.0
191,2.0,10.0,1.0,0.0,1.0,30.570588348892986,30.570588348892986,31.0
192,2.0,-1.0,0.0,1.0,0.0,9.719730296857213,9.719730296857213,31.0
193,2.0,-1.0,0.0,0.0,1.0,11.171034555784093,11.171034555784093,31.0
194,2.0,-1.0,1.0,1.0,1.0,5.843834145838273,5.843834145838273,31.0
195,2.0,-1.0,0.0,0.0,0.0,0.850350620675924,10.249376961250626,24.0
196,2.0,-1.0,0.0,0.0,0.0,1.028561223077755,11.0706097402051,24.0
197,2.0,10.0,2.0,1.0,1.0,50.45887156813303,50.45887156813303,24.0
198,2.0,-1.0,0.0,0.0,0.0,1.7840120404915971,1.7840120404915971,23.0
199,2.0,-1.0,0.0,0.0,0.0,1.4940110169786638,1.4940110169786638,23.0
200,2.0,-1.0,0.0,0.0,0.0,1.4940110169786638,1.4940110169786638,23.0
201,2.0,-1.0,0.0,1.0,1.0,1.7840120404915971,1.7840120404915971,23.0
202,2.0,-1.0,0.0,0.0,0.0,9.987331780296879,4.526575582515484,21.0
203,2.0,10.0,1.0,1.0,1.0,114.85399659341157,114.85399659341157,21.0
204,2.0,-1.0,0.0,0.0,0.0,3.6286227533201507,3.6286227533201507,21.0
205,2.0,-1.0,0.0,0.0,0.0,4.16037801639377,4.16037801639377,21.0
206,2.0,-1.0,0.0,0.0,0.0,3.6286227533201507,3.6286227533201507,21.0
207,2.0,-1.0,0.0,1.0,0.0,7.106162926864214,7.106162926864214,21.0
208,2.0,10.0,1.0,0.0,1.0,29.15572421519068,29.15572421519068,21.0
209,2.0,-1.0,0.0,0.0,0.0,4.919281274337372,4.919281274337372,21.0
210,2.0,-1.0,0.0,1.0,1.0,5.536942660446891,5.536942660446891,21.0
211,2.0,-1.0,0.0,0.0,0.0,1.4047155264456967,4.919281274337372,21.0
212,2.0,-1.0,0.0,0.0,0.0,1.5317476975513897,5.536942660446891,21.0
213,2.0,10.0,1.0,1.0,1.0,44.68959523784976,44.68959523784976,21.0
214,2.0,10.0,3.0,1.0,1.0,77.7710234708628,77.7710234708628,21.0
215,2.0,10.0,1.0,1.0,1.0,37.48165521830178,37.48165521830178,19.0
216,2.0,10.0,1.0,1.0,1.0,40.834637478844186,40.834637478844186,19.0
217,2.0,-1.0,0.0,0.0,0.0,2.5602193510061215,2.5602193510061215,19.0
218,2.0,-1.0,0.0,1.0,0.0,69.72461643377989,5.7201154116642865,18.0
219,2.0,-1.0,0.0,1.0,0.0,7.073383271427119,7.073383271427119,18.0
220,2.0,-1.0,0.0,1.0,0.0,12.428593932028601,12.428593932028601,18.0
221,2.0,-1.0,0.0,1.0,0.0,12.428593932028601,12.428593932028601,18.0
222,2.0,-1.0,0.0,0.0,0.0,6.278753945859262,3.1575318678103934,16.0
223,2.0,10.0,1.0,1.0,1.0,70.21625273823727,70.21625273823727,16.0
224,2.0,-1.0,0.0,0.0,0.0,0.8388008106583045,0.8388008106583045,16.0
225,2.0,10.0,1.0,1.0,1.0,70.3925007569126,70.3925007569126,16.0
226,2.0,10.0,1.0,1.0,1.0,69.45586743069536,71.52895995439029,8.0
227,2.0,10.0,1.0,1.0,1.0,71.69219636749308,71.69219636749308,8.0
228,2.0,-1.0,0.0,0.0,0.0,0.8277094323391191,0.8277094323391191,8.0
229,2.0,-1.0,0.0,0.0,0.0,0.8277094323391191,0.8277094323391191,8.0
230,2.0,-1.0,0.0,0.0,0.0,0.8153675964402695,0.8153675964402695,8.0
231,2.0,-2.0,2.0,1.0,1.0,3.148207940579974,3.012421866072682,3.0
232,3.0,10.0,2.0,1.0,1.0,67.98400541018115,68.96115475816185,29.0
233,3.0,-1.0,1.0,1.0,1.0,0.8289739857497683,0.8289739857497683,28.0
234,3.0,10.0,3.0,1.0,1.0,76.23189154676201,76.23189154676201,27.0
235,3.0,-1.0,0.0,0.0,0.0,0.9327591820364473,0.9327591820364473,25.0
236,3.0,10.0,4.0,1.0,1.0,71.83723615999008,71.83723615999008,25.0
237,3.0,-1.0,0.0,0.0,0.0,0.9516806531820927,0.8289739857497683,23.0
238,3.0,-1.0,0.0,0.0,0.0,0.9920623682188768,0.8471209214567272,23.0
239,3.0,-1.0,0.0,0.0,0.0,0.8541098271988925,0.8541098271988925,23.0
240,3.0,10.0,1.0,1.0,1.0,67.2253339117087,67.2253339117087,23.0
241,3.0,-1.0,0.0,0.0,0.0,0.9112251105780809,0.9112251105780809,23.0
242,3.0,-1.0,0.0,0.0,0.0,1.313404216824761,1.0271840502776692,21.0
243,3.0,-1.0,0.0,0.0,0.0,1.0855201943373238,1.0855201943373238,21.0
244,3.0,-1.0,0.0,0.0,0.0,0.8611027083349898,0.8611027083349898,21.0
245,3.0,10.0,1.0,1.0,1.0,66.1316828466679,66.1316828466679,21.0
246,3.0,10.0,1.0,1.0,1.0,66.52254720277867,66.52254720277867,21.0
247,3.0,10.0,2.0,1.0,1.0,65.96822455185597,65.96822455185597,21.0
248,3.0,-1.0,0.0,0.0,0.0,1.0910320795490929,0.8665931252052165,22.0
249,3.0,10.0,1.0,1.0,1.0,64.6636575765909,64.6636575765909,22.0
250,3.0,-1.0,0.0,0.0,0.0,0.8774338539719105,0.8774338539719105,22.0
251,3.0,-1.0,0.0,0.0,0.0,1.0603436682046308,1.0603436682046308,22.0
252,3.0,-1.0,0.0,0.0,0.0,0.8774338539719105,0.8774338539719105,22.0
253,3.0,-1.0,0.0,0.0,0.0,0.9381879379535303,0.9381879379535303,22.0
254,3.0,-1.0,0.0,0.0,0.0,0.9381879379535303,0.9381879379535303,22.0
255,3.0,10.0,1.0,1.0,1.0,66.81835099439198,66.81835099439198,22.0
256,3.0,-1.0,0.0,0.0,0.0,1.3702588124278676,1.0603436682046308,23.0
257,3.0,-4.0,4.0,1.0,1.0,11.933926767003623,11.933926767003623,23.0
258,3.0,10.0,6.0,1.0,1.0,69.35497589225398,69.35497589225398,19.0
259,3.0,10.0,2.0,1.0,1.0,61.90395764585984,61.76233198444825,14.0
260,3.0,-1.0,0.0,0.0,0.0,1.0420400963163328,1.0458488935013255,13.0
261,3.0,-2.0,2.0,1.0,1.0,3.162940830487091,3.162940830487091,13.0
262,3.0,10.0,1.0,1.0,1.0,64.41718061691591,66.11674762210419,8.0
263,3.0,-1.0,0.0,0.0,0.0,1.012070394303992,1.012070394303992,8.0
264,3.0,-1.0,1.0,1.0,1.0,1.4307700969726582,1.4307700969726582,8.0
265,3.0,-1.0,0.0,0.0,0.0,1.012070394303992,1.012070394303992,7.0
266,3.0,10.0,1.0,1.0,1.0,65.04998071021075,65.04998071021075,7.0
267,3.0,-1.0,0.0,0.0,0.0,0.9373302334182196,0.9042524042619031,6.0
268,3.0,-2.0,2.0,1.0,1.0,3.2499093597554216,3.187191532306274,6.0
269,3.0,-1.0,0.0,0.0,0.0,0.8932021679290847,0.9113676322813699,3.0
270,3.0,-1.0,0.0,0.0,0.0,0.8932021679290847,0.9113676322813699,3.0
271,3.0,-1.0,0.0,0.0,0.0,0.9080966547908327,0.9080966547908327,3.0
272,4.0,10.0,3.0,1.0,1.0,87.48981304125547,87.18786282653413,34.0
273,4.0,10.0,1.0,1.0,1.0,61.40225263536902,61.40225263536902,32.0
274,4.0,10.0,1.0,1.0,1.0,62.26239604191392,62.26239604191392,32.0
275,4.0,-1.0,0.0,1.0,1.0,1.4920471059078722,1.4920471059078722,32.0
276,4.0,-1.0,0.0,0.0,0.0,1.1293815054936842,1.1293815054936842,32.0
277,4.0,10.0,1.0,1.0,1.0,64.00096721871265,64.00096721871265,32.0
278,4.0,-1.0,0.0,0.0,0.0,1.0177688401766107,1.0177688401766107,32.0
279,4.0,-1.0,1.0,1.0,1.0,1.0925323770623576,0.9029062232627232,35.0
280,4.0,-1.0,0.0,0.0,0.0,1.7196793940071353,1.0177688401766107,34.0
281,4.0,10.0,1.0,1.0,1.0,62.11046503629711,62.11046503629711,34.0
282,4.0,10.0,1.0,1.0,1.0,55.407564893240604,55.407564893240604,34.0
283,4.0,-1.0,0.0,0.0,0.0,1.9878960160033434,1.9878960160033434,34.0
284,4.0,-1.0,0.0,0.0,0.0,1.9878960160033434,1.9878960160033434,34.0
285,4.0,10.0,1.0,1.0,1.0,56.69650125174321,56.69650125174321,34.0
286,4.0,-1.0,0.0,0.0,0.0,0.9413175283536739,0.9413175283536739,34.0
287,4.0,-1.0,0.0,0.0,0.0,0.9750289097327317,0.9750289097327317,34.0
288,4.0,-1.0,0.0,0.0,0.0,2.2349787332784428,2.2349787332784428,34.0
289,4.0,-1.0,0.0,0.0,0.0,5.7408401319803275,2.4971714883651503,31.0
290,4.0,-1.0,0.0,0.0,0.0,1.7117825512506615,0.996515027406707,31.0
291,4.0,-1.0,0.0,0.0,0.0,3.085798563467241,3.085798563467241,31.0
292,4.0,-1.0,0.0,0.0,0.0,0.9566247210940831,0.9566247210940831,31.0
293,4.0,10.0,1.0,1.0,1.0,63.29073379052636,63.29073379052636,31.0
294,4.0,10.0,1.0,1.0,1.0,58.39819579640054,58.39819579640054,31.0
295,4.0,-1.0,0.0,0.0,0.0,1.3846453857435617,1.2396545330248279,29.0
296,4.0,-1.0,0.0,0.0,0.0,1.1592308689867343,1.0607026335171506,29.0
297,4.0,-1.0,0.0,0.0,0.0,0.971968056813475,0.971968056813475,29.0
298,4.0,10.0,1.0,1.0,1.0,57.781286668903135,57.781286668903135,29.0
299,4.0,10.0,2.0,1.0,1.0,88.37424742437645,88.37424742437645,29.0
300,4.0,-1.0,0.0,0.0,0.0,3.3765986235023835,1.2721340992119894,29.0
301,4.0,-1.0,0.0,0.0,0.0,1.2681111627725572,1.2681111627725572,29.0
302,4.0,10.0,1.0,1.0,1.0,50.628214365911745,50.628214365911745,29.0
303,4.0,-1.0,1.0,1.0,1.0,3.7532260084844458,3.7532260084844458,29.0
304,4.0,-1.0,0.0,0.0,0.0,1.2681111627725572,1.2681111627725572,28.0
305,4.0,-1.0,0.0,1.0,1.0,2.135615378938204,2.135615378938204,28.0
306,4.0,10.0,1.0,1.0,1.0,50.628214365911745,50.628214365911745,28.0
307,4.0,-1.0,0.0,0.0,0.0,1.011224415604736,1.011224415604736,28.0
308,4.0,-1.0,0.0,0.0,0.0,2.135615378938204,2.135615378938204,28.0
309,4.0,-1.0,0.0,0.0,0.0,1.2681111627725572,1.2681111627725572,28.0
310,4.0,-1.0,0.0,0.0,0.0,2.0223079476770516,1.6334519297535397,27.0
311,4.0,-1.0,0.0,0.0,0.0,1.7172432922951844,1.7172432922951844,27.0
312,4.0,10.0,1.0,1.0,1.0,52.118758981219955,52.118758981219955,27.0
313,4.0,-1.0,1.0,1.0,1.0,1.648087181807834,1.648087181807834,27.0
314,4.0,-1.0,0.0,1.0,0.0,4.3753085783261545,4.3753085783261545,26.0
315,4.0,-1.0,0.0,0.0,0.0,3.441906411405259,3.441906411405259,26.0
316,4.0,10.0,1.0,0.0,1.0,40.79033348749558,40.79033348749558,26.0
317,4.0,10.0,3.0,0.0,1.0,26.081015311610738,26.081015311610738,26.0
318,4.0,-1.0,1.0,1.0,1.0,3.197716820305991,2.1016082592715892,26.0
