iter,gameId,reward,lossInTroops,exploration,estimatorAttack,estimatorOffset,targetOffset,totalNumTroops
205,1.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,113.0
206,1.0,10.0,1.0,1.0,1.0,69.69672915275186,69.69672915275186,113.0
207,2.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,47.0
208,2.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,47.0
209,2.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,47.0
210,2.0,10.0,3.0,1.0,1.0,69.69672915275186,69.69672915275186,47.0
211,2.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,45.0
212,2.0,10.0,2.0,1.0,1.0,69.69672915275186,69.69672915275186,45.0
213,2.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,44.0
214,2.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,44.0
215,2.0,-1.0,0.0,1.0,1.0,0.8125289502087761,0.8125289502087761,44.0
216,2.0,-1.0,0.0,0.0,0.0,0.8125289502087761,0.8125289502087761,44.0
217,2.0,-5.0,5.0,1.0,1.0,17.77083276858723,17.77083276858723,44.0
218,2.0,10.0,3.0,1.0,1.0,69.27841808144633,69.69672915275186,33.0
219,2.0,-1.0,0.0,0.0,0.0,0.8583925768253773,0.8125289502087761,31.0
220,2.0,-1.0,0.0,0.0,0.0,0.8216017705890264,0.8216017705890264,31.0
221,2.0,-1.0,0.0,1.0,1.0,0.8216017705890264,0.8216017705890264,31.0
222,2.0,-1.0,0.0,0.0,0.0,0.8216017705890264,0.8216017705890264,31.0
223,2.0,-1.0,0.0,0.0,0.0,0.8216017705890264,0.8216017705890264,31.0
224,2.0,10.0,1.0,1.0,1.0,69.6129586278734,69.6129586278734,31.0
225,2.0,10.0,2.0,1.0,1.0,69.6129586278734,69.6129586278734,31.0
226,2.0,-1.0,0.0,0.0,0.0,0.8686148355564103,0.8216017705890264,28.0
227,2.0,-1.0,0.0,0.0,0.0,0.8686148355564103,0.8216017705890264,28.0
228,2.0,10.0,2.0,1.0,1.0,69.52763469279905,69.52763469279905,28.0
229,2.0,-1.0,0.0,0.0,0.0,0.8309002782001192,0.8309002782001192,27.0
230,2.0,10.0,1.0,1.0,1.0,69.52763469279905,69.52763469279905,27.0
231,2.0,10.0,1.0,1.0,1.0,69.06475956085018,69.52763469279905,29.0
232,2.0,10.0,1.0,1.0,1.0,69.43493121629254,69.43493121629254,29.0
233,2.0,10.0,1.0,1.0,1.0,69.43493121629254,69.43493121629254,29.0
234,2.0,-1.0,0.0,0.0,0.0,0.9594950166111896,0.8410688332763284,37.0
235,2.0,10.0,1.0,1.0,1.0,68.39823268187683,69.43493121629254,37.0
236,2.0,10.0,1.0,1.0,1.0,69.22696416581157,69.22696416581157,37.0
237,2.0,-1.0,0.0,1.0,1.0,0.8641306626051639,0.8641306626051639,37.0
238,2.0,-1.0,1.0,1.0,1.0,0.9206088864865706,0.8515228835450942,39.0
239,2.0,-1.0,0.0,0.0,0.0,0.9337162988064338,0.8641306626051639,38.0
240,2.0,10.0,1.0,1.0,1.0,69.10485949483622,69.10485949483622,38.0
241,2.0,-1.0,0.0,0.0,0.0,0.8778327717819652,0.8778327717819652,38.0
242,2.0,-1.0,0.0,0.0,0.0,0.8778327717819652,0.8778327717819652,38.0
243,2.0,10.0,2.0,1.0,1.0,69.10485949483622,69.10485949483622,38.0
244,2.0,-1.0,0.0,0.0,0.0,0.8778327717819652,0.8778327717819652,37.0
245,2.0,-1.0,1.0,1.0,1.0,0.8778327717819652,0.8778327717819652,37.0
246,2.0,10.0,1.0,1.0,1.0,69.10485949483622,69.10485949483622,36.0
247,2.0,-1.0,0.0,0.0,0.0,0.8778327717819652,0.8778327717819652,36.0
248,2.0,10.0,1.0,1.0,1.0,69.10485949483622,69.10485949483622,36.0
249,2.0,-1.0,0.0,0.0,0.0,0.8778327717819652,0.8778327717819652,36.0
250,2.0,-1.0,0.0,0.0,0.0,0.8778327717819652,0.8778327717819652,36.0
251,2.0,-4.0,4.0,1.0,1.0,10.94517244947528,10.836192515130522,38.0
252,2.0,10.0,2.0,1.0,1.0,69.0499623020825,69.0499623020825,34.0
253,2.0,-1.0,0.0,0.0,0.0,0.8840322159986806,0.8840322159986806,33.0
254,2.0,10.0,2.0,1.0,1.0,69.0499623020825,69.0499623020825,33.0
255,2.0,-1.0,0.0,0.0,0.0,0.8840322159986806,0.8840322159986806,32.0
256,2.0,-1.0,0.0,0.0,0.0,0.9202193242705952,0.8840322159986806,40.0
257,2.0,-1.0,0.0,0.0,0.0,0.9202193242705952,0.8840322159986806,40.0
258,2.0,-1.0,0.0,0.0,0.0,0.8912120033979212,0.8912120033979212,40.0
259,2.0,-1.0,0.0,0.0,0.0,0.8912120033979212,0.8912120033979212,40.0
260,2.0,-1.0,0.0,0.0,0.0,0.8912120033979212,0.8912120033979212,40.0
261,2.0,10.0,3.0,1.0,1.0,68.98665109989105,68.98665109989105,40.0
262,2.0,10.0,1.0,1.0,1.0,68.88825840843607,68.98665109989105,35.0
263,2.0,-1.0,0.0,0.0,0.0,0.9024344238923075,0.8912120033979212,35.0
264,2.0,10.0,1.0,1.0,1.0,68.96696239266043,68.96696239266043,35.0
265,2.0,10.0,1.0,1.0,1.0,68.96696239266043,68.96696239266043,35.0
266,2.0,-1.0,0.0,0.0,0.0,0.8934513881562858,0.8934513881562858,35.0
267,2.0,-1.0,0.0,0.0,0.0,0.8934513881562858,0.8934513881562858,35.0
268,2.0,-1.0,0.0,0.0,0.0,0.9643373995860969,0.8934513881562858,41.0
269,2.0,10.0,1.0,1.0,1.0,68.35740558411173,68.96696239266043,41.0
270,2.0,-1.0,0.0,0.0,0.0,0.9074126496252712,0.9074126496252712,41.0
271,2.0,-1.0,0.0,1.0,0.0,0.906411977022345,0.906411977022345,41.0
272,2.0,-1.0,0.0,0.0,0.0,0.9074126496252712,0.9074126496252712,41.0
273,2.0,-5.0,5.0,1.0,1.0,18.20489692526862,18.20489692526862,41.0
274,2.0,-1.0,0.0,0.0,0.0,0.9074126496252712,0.9074126496252712,36.0
275,2.0,10.0,1.0,1.0,1.0,68.86357222528697,68.84483007123059,33.0
276,2.0,10.0,3.0,1.0,1.0,68.84875240860833,68.84875240860833,33.0
277,2.0,-1.0,0.0,0.0,0.0,0.9069624053184449,0.9069624053184449,31.0
278,2.0,10.0,2.0,1.0,1.0,68.84875240860833,68.84875240860833,31.0
279,2.0,10.0,4.0,1.0,1.0,68.84875240860833,68.84875240860833,30.0
280,2.0,-1.0,0.0,0.0,0.0,0.9069624053184449,0.9069624053184449,27.0
281,2.0,-1.0,0.0,0.0,0.0,0.9940895521856166,0.9069624053184449,33.0
282,2.0,10.0,3.0,1.0,1.0,68.70048516972686,68.70048516972686,33.0
283,2.0,-1.0,0.0,0.0,0.0,0.9240688321004658,0.9240688321004658,31.0
284,2.0,10.0,2.0,1.0,1.0,68.70048516972686,68.70048516972686,31.0
285,2.0,10.0,1.0,1.0,1.0,68.70048516972686,68.70048516972686,30.0
286,2.0,10.0,1.0,1.0,1.0,68.70048516972686,68.70048516972686,30.0
287,2.0,10.0,1.0,1.0,1.0,68.05558024558542,68.70048516972686,32.0
288,2.0,-1.0,0.0,0.0,0.0,0.9391243067310441,0.9391243067310441,32.0
289,2.0,-1.0,1.0,1.0,1.0,0.9391243067310441,0.9391243067310441,32.0
290,2.0,-1.0,1.0,1.0,1.0,0.9391243067310441,0.9391243067310441,31.0
291,2.0,10.0,1.0,1.0,1.0,68.5712562880493,68.5712562880493,30.0
292,2.0,-1.0,0.0,0.0,0.0,0.9391243067310441,0.9391243067310441,30.0
293,2.0,-1.0,0.0,0.0,0.0,0.9391243067310441,0.9391243067310441,30.0
294,2.0,-1.0,0.0,0.0,0.0,0.9391243067310441,0.9391243067310441,30.0
295,2.0,-1.0,0.0,1.0,1.0,0.9391243067310441,0.9391243067310441,30.0
296,2.0,-1.0,0.0,0.0,0.0,0.9391243067310441,0.9391243067310441,30.0
297,2.0,-1.0,0.0,0.0,0.0,0.9391243067310441,0.9391243067310441,30.0
298,2.0,-1.0,1.0,1.0,1.0,0.9391243067310441,0.9391243067310441,30.0
299,2.0,10.0,1.0,1.0,1.0,68.5712562880493,68.5712562880493,29.0
300,2.0,10.0,1.0,1.0,1.0,68.5712562880493,68.5712562880493,29.0
301,2.0,-1.0,0.0,0.0,0.0,0.9391243067310441,0.9391243067310441,29.0
302,2.0,10.0,1.0,1.0,1.0,68.5712562880493,68.5712562880493,29.0
303,2.0,10.0,2.0,1.0,1.0,68.36794682204017,68.5712562880493,38.0
304,2.0,-1.0,0.0,0.0,0.0,0.9438929208456511,0.9438929208456511,37.0
305,2.0,10.0,1.0,1.0,1.0,68.5305663526419,68.5305663526419,37.0
306,2.0,-1.0,0.0,0.0,0.0,0.9438929208456511,0.9438929208456511,37.0
307,2.0,-1.0,0.0,0.0,0.0,0.9438929208456511,0.9438929208456511,37.0
308,2.0,10.0,1.0,1.0,1.0,68.5305663526419,68.5305663526419,37.0
309,2.0,10.0,2.0,1.0,1.0,68.5305663526419,68.5305663526419,37.0
310,2.0,10.0,1.0,1.0,1.0,68.03165228677223,68.5305663526419,41.0
311,2.0,-1.0,0.0,0.0,0.0,1.0034636770809189,0.9438929208456511,41.0
312,2.0,-1.0,0.0,1.0,0.0,0.954728276286379,0.954728276286379,41.0
313,2.0,-1.0,0.0,0.0,0.0,0.9556617533829418,0.9556617533829418,41.0
314,2.0,-1.0,0.0,0.0,0.0,0.9556617533829418,0.9556617533829418,41.0
315,2.0,10.0,2.0,1.0,1.0,68.43063349190021,68.43063349190021,41.0
316,2.0,-3.0,3.0,0.0,1.0,5.058348761587661,5.058348761587661,40.0
